,max_malig,max_spiculation,max_lobulation,max_diameter,xsd_malig,xsd_spiculation,xmax_lobulation,xsd_diameter,loc_from_malig_x,loc_from_malig_y,loc_from_malig_z,std_locs_x,std_locs_y,std_locs_z
5a06ebc438b934a360a5e469a6874505.npz,0.5302649736404419,0.38038134574890137,0.3775410056114197,0.35271552205085754,0.11206142604351044,0.07713990658521652,0.3775410056114197,0.05930006504058838,0.08556149899959564,0.08556149899959564,0.10256410390138626,0.24030408263206482,0.16472554206848145,0.20398308336734772
0f5066ad16052f57aceebe9bfc248595.npz,0.532691478729248,0.38134127855300903,0.373216450214386,0.3453528583049774,0.1131574735045433,0.07240559905767441,0.373216450214386,0.058786578476428986,0.3543955981731415,0.5357142686843872,0.4139072895050049,0.22979506850242615,0.1480063796043396,0.22850185632705688
19e7e49fd4e9ad825d4f95b898bb6f7b.npz,0.5257453322410583,0.3827764689922333,0.37712380290031433,0.34931936860084534,0.11318322271108627,0.07455822080373764,0.37712380290031433,0.06224591284990311,0.8268656730651855,0.6686567068099976,0.6082473993301392,0.23463818430900574,0.18122214078903198,0.21661841869354248
f2ab5b6325311e494ffe3f588fdedd4d.npz,0.531990110874176,0.3779296278953552,0.37746959924697876,0.35112208127975464,0.12221170961856842,0.08341827988624573,0.37746959924697876,0.06346114724874496,0.32057416439056396,0.5789473652839661,0.21875,0.2002711296081543,0.15778551995754242,0.20808005332946777
b37b42625992ced93aa5b876292419e0.npz,0.5252002477645874,0.38188090920448303,0.3761090040206909,0.34878653287887573,0.11646740883588791,0.07801220566034317,0.3761090040206909,0.06313017010688782,0.4111675024032593,0.5355330109596252,0.4984894394874573,0.20581957697868347,0.13447631895542145,0.21821193397045135
e6e9bc69bcdec893b0480402fcb0f1fe.npz,0.5261574983596802,0.36837026476860046,0.3769305944442749,0.3515176475048065,0.1223248615860939,0.08023587614297867,0.3769305944442749,0.06217152997851372,0.35555556416511536,0.5249999761581421,0.28875380754470825,0.2018546164035797,0.153589129447937,0.21539978682994843
09c4e9f449f40508e399d692fd4f986b.npz,0.5276035070419312,0.37931692600250244,0.37549281120300293,0.34680038690567017,0.12077132612466812,0.08038488775491714,0.37549281120300293,0.061009522527456284,0.38805970549583435,0.5104477405548096,0.8006535768508911,0.22024907171726227,0.16960997879505157,0.2207150012254715
9dce6c52598d38ed98b4010931db1837.npz,0.5290762186050415,0.37989529967308044,0.37676572799682617,0.3560602068901062,0.12112266570329666,0.08030855655670166,0.37676572799682617,0.06471370905637741,0.3929411768913269,0.36000001430511475,0.6597222089767456,0.18096667528152466,0.1357048898935318,0.21177582442760468
f31e47d431624a0ea59b84de044ae55e.npz,0.5295188426971436,0.3753601312637329,0.37691643834114075,0.35101449489593506,0.10809214413166046,0.07627894729375839,0.37691643834114075,0.06130271032452583,0.480211079120636,0.3746701776981354,0.8033333420753479,0.18311385810375214,0.14527662098407745,0.21994732320308685
f58388838d2f94a19988f2990fa7de8a.npz,0.531008243560791,0.3819188177585602,0.3779694736003876,0.35422882437705994,0.10937457531690598,0.08249744027853012,0.3779694736003876,0.06211651861667633,0.7651006579399109,0.10738255083560944,0.5510203838348389,0.25072234869003296,0.18467241525650024,0.20816858112812042
242bc4bee476ef1d7fae68b58605d468.npz,0.5301378965377808,0.3782683312892914,0.3777950704097748,0.3533651828765869,0.10608082264661789,0.0757833868265152,0.3777950704097748,0.057088062167167664,0.528124988079071,0.606249988079071,0.4483985900878906,0.24400977790355682,0.16656965017318726,0.22144608199596405
ccaa59eb37a705c4dc57d6f48199dc6b.npz,0.5307247638702393,0.37848764657974243,0.37376275658607483,0.3528151214122772,0.11355224996805191,0.07854902744293213,0.37376275658607483,0.06056348606944084,0.477751761674881,0.3536299765110016,0.4467455744743347,0.20406591892242432,0.1359797716140747,0.19705361127853394
d0e799ddcb62425be06a7d568f15f27d.npz,0.5292026400566101,0.381888210773468,0.3778184950351715,0.3550136685371399,0.11238200962543488,0.07433611154556274,0.3778184950351715,0.0579632930457592,0.28409090638160706,0.4943181872367859,0.10631228983402252,0.21909692883491516,0.15675321221351624,0.18469510972499847
700b79db14b067a50de12eb2b47dc4a8.npz,0.5224615335464478,0.38157832622528076,0.3748354911804199,0.35212472081184387,0.1149962991476059,0.07701943814754486,0.3748354911804199,0.06051713973283768,0.5,0.4568965435028076,0.715753436088562,0.23435480892658234,0.14318549633026123,0.22159074246883392
e4a5ab13581fc9decd0ce8cfed4d8ecb.npz,0.5313825011253357,0.38060110807418823,0.3769466280937195,0.35427233576774597,0.10946261137723923,0.08214443176984787,0.3769466280937195,0.06091948226094246,0.09815950691699982,0.09815950691699982,0.32740214467048645,0.20090365409851074,0.12780234217643738,0.23951353132724762
65d2f8aee03ee9e111e64856c3d5ef14.npz,0.5327839255332947,0.3811849355697632,0.3764803409576416,0.3532561659812927,0.11578068882226944,0.07572011649608612,0.3764803409576416,0.06449256092309952,0.1823529452085495,0.3294117748737335,0.5208333134651184,0.20387008786201477,0.15607915818691254,0.23745380342006683
ed43e376ff1b9dbf971e6a1d6d9f863b.npz,0.5322827100753784,0.379380464553833,0.37585708498954773,0.3527074158191681,0.09965093433856964,0.07376319915056229,0.37585708498954773,0.06285206228494644,0.10996563732624054,0.2886597812175751,0.21785713732242584,0.24261879920959473,0.1776851862668991,0.23430390655994415
0171e54e4c0f68e8fc8c24523f71a86f.npz,0.5288553833961487,0.38096970319747925,0.37742888927459717,0.35501450300216675,0.11887025088071823,0.08164193481206894,0.37742888927459717,0.06378396600484848,0.37005650997161865,0.41807910799980164,0.5029585957527161,0.24342580139636993,0.1600418984889984,0.22380566596984863
2d46ed30e23bdf071e5d80afeeee817d.npz,0.5321140885353088,0.38083818554878235,0.3760136663913727,0.3516843616962433,0.11278743296861649,0.07764977216720581,0.3760136663913727,0.061262354254722595,0.4606741666793823,0.3483146131038666,0.2836676239967346,0.23674777150154114,0.17009742558002472,0.24162794649600983
142eeb50ea40e58a2529f2099040d3ea.npz,0.5293190479278564,0.38159745931625366,0.3767752945423126,0.35101962089538574,0.11468347162008286,0.07709633558988571,0.3767752945423126,0.06010635197162628,0.2853107452392578,0.2429378479719162,0.28930819034576416,0.2225465029478073,0.14747795462608337,0.21022170782089233
edde23221a8c4038f9a10daa3088ee94.npz,0.5278134942054749,0.37990573048591614,0.37724554538726807,0.3526478409767151,0.09809152036905289,0.0781637504696846,0.37724554538726807,0.05852189660072327,0.6572327017784119,0.5,0.5279720425605774,0.21309222280979156,0.13605961203575134,0.20669883489608765
1ec3740d37c058058bf70949ba9e5766.npz,0.5280693173408508,0.381946325302124,0.3773697018623352,0.3553829789161682,0.11027035862207413,0.07733648270368576,0.3773697018623352,0.05887666717171669,0.39573460817337036,0.28436020016670227,0.36033520102500916,0.20457050204277039,0.13497716188430786,0.2011842280626297
814cab8bde20e9e94250732cbc3e6d02.npz,0.533703625202179,0.38175681233406067,0.3767278492450714,0.35428595542907715,0.10383152216672897,0.07805875688791275,0.3767278492450714,0.06045626476407051,0.36800000071525574,0.4506666660308838,0.18911175429821014,0.2170872986316681,0.12158159166574478,0.2432078719139099
4d7c36fb4b7009d4a90fc5b6ba4609c7.npz,0.533474326133728,0.3819078207015991,0.3763076961040497,0.35519805550575256,0.11475013196468353,0.07455423474311829,0.3763076961040497,0.06028665229678154,0.08648648858070374,0.08648648858070374,0.2118055522441864,0.21225081384181976,0.16610637307167053,0.23036645352840424
335a834f795a4549ab818dd19090f147.npz,0.5249677896499634,0.3824808895587921,0.3760893642902374,0.3491157591342926,0.10633835196495056,0.07401210814714432,0.3760893642902374,0.05762142688035965,0.08888889104127884,0.38055557012557983,0.52491694688797,0.21695514023303986,0.1439976990222931,0.23487363755702972
b83d2c7d4d3fdeae1abe3a2baf19d23f.npz,0.530788004398346,0.37820953130722046,0.3767123222351074,0.35183286666870117,0.11508382856845856,0.08086952567100525,0.3767123222351074,0.061127372086048126,0.07256235927343369,0.14058956503868103,0.09609609842300415,0.18208929896354675,0.14540927112102509,0.21120604872703552
99f6e5341d25a934bbfb355e8ab021d0.npz,0.5325100421905518,0.38052403926849365,0.3770804703235626,0.35437771677970886,0.10554708540439606,0.0796281173825264,0.3770804703235626,0.06277810782194138,0.5635359287261963,0.16022099554538727,0.6187499761581421,0.21633842587471008,0.1433844119310379,0.19647690653800964
09aec51e845d17f2ec5459b5e292abb8.npz,0.5317624807357788,0.37607938051223755,0.37732964754104614,0.35574376583099365,0.10900808870792389,0.0784364566206932,0.37732964754104614,0.06409355998039246,0.43421053886413574,0.4131578803062439,0.5416666865348816,0.19993548095226288,0.13092835247516632,0.20981799066066742
d63bcca00bf9df3d3aca0973aba7f22a.npz,0.5261611938476562,0.37941470742225647,0.37361475825309753,0.3546024262905121,0.10106989741325378,0.07843445986509323,0.37361475825309753,0.0631779208779335,0.08376963436603546,0.08376963436603546,0.11034482717514038,0.19336748123168945,0.11442508548498154,0.21092921495437622
401c2a2e7ff122ec5c558089d8ae3586.npz,0.5311586856842041,0.37993916869163513,0.3769591450691223,0.3509300649166107,0.10058605670928955,0.0749061107635498,0.3769591450691223,0.060503214597702026,0.3638888895511627,0.15000000596046448,0.3053892254829407,0.21039310097694397,0.12099840492010117,0.23808073997497559
